"";"";"Acalypha";"Acnistus";"Alchornea";"Alnus";"Alternanthera";"Amaranthus";"Ambrosia";"Anemia";"Bursera";"Cactaceae";"Cecropia";"cf..Rhizophora";"Chamaesyce";"Conyza";"Croton";"Cryptocarpus";"Cuphea";"Cyathea";"Cyperaceae";"Fabaceae.undiff.";"Hedyosmum";"Hippomane";"Lycianthes";"Lycopodium";"Miconia";"Myrica";"Myrsine";"Myrtaceae";"Phyllanthus";"Pilea";"Plumbago";"Poaceae";"Podocarpus";"Polygonum";"Polypodium";"Scalesia.undiff.";"Scoparia";"Senna.obtusifolia";"Senna.undiff.";"Stachytarpheta";"Tournefortia.rufo.sericea";"Unknown..monolete.";"Utricularia";"Zanthoxylum";"Asteraceae.undiff.";"Ceiba";"Lantana";"Acanthaceae";"Lamiaceae.undiff.";"Platymiscium";"Apocynaceae";"cf..Cedrela";"Dodonaea.viscosa";"Sapindaceae.undiff.";"Rhynchosia";"Darwiniothamnus";"Cardiospermum";"Euphorbia";"Crotalaria";"Chiococca";"Solanum";"Portulaca";"Ipomoea";"Ilex";"Polygalaceae";"Cissus";"cf..Hippomane";"Scalesia.cf..S..affinis";"cf..Vitex";"Quercus";"cf..Melia";"Ericaceae";"Weinmannia";"cf..Gnaphalium";"Unknown.undiff.";"Scutia";"Piper";"Melia";"Meliaceae.undiff.";"Codia";"Aegiphila";"Pteridium";"cf..Gossypium";"Ochroma"
"122";458;0,111479028331126;0,0066225169602649;0,00441501097350993;0,0066225169602649;0,0717439285695364;0;0,00883002194701987;0;0,00772626895364239;0;0;0;0,00331125798013245;0,0110375279337748;0,00331125798013245;0;0,00110375299337748;0,260485649437086;0,0474613687152318;0;0,00110375299337748;0,00551876396688742;0;0;0,00220750598675496;0,00110375299337748;0;0,00110375299337748;0;0,00110375299337748;0,00220750598675496;0,0408388517549669;0,00110375299337748;0;0,00110375299337748;0,0066225169602649;0;0;0,00220750598675496;0,00551876396688742;0,00441501097350993;0,307947018152318;0,00220750598675496;0,00551876396688742;0,00331125798013245;0;0;0;0;0;0;0;0;0;0;0,0066225169602649;0;0;0;0,00110375299337748;0,00110375299337748;0;0;0;0;0;0;0,00110375299337748;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0507726266953642;0;0
"123";468;0,159128977045226;0,0033500839798995;0,00167504198994975;0,00502512596984924;0,140703517155779;0,00167504198994975;0,0033500839798995;0;0,0100502509396985;0;0;0;0,00167504198994975;0,0318257958090452;0,00167504198994975;0,00167504198994975;0,0033500839798995;0,122278056266332;0,0887772184673367;0,00502512596984924;0,00167504198994975;0,0033500839798995;0;0;0,00167504198994975;0;0,00167504198994975;0,00670016795979899;0,00502512596984924;0;0,00167504198994975;0,0385259627688442;0;0,00167504198994975;0;0,0100502509396985;0;0;0;0,00502512596984924;0,0033500839798995;0,284757117291457;0;0,00502512596984924;0;0;0;0;0;0;0,00167504198994975;0;0;0;0;0,00670016795979899;0;0;0;0;0,00670016795979899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0033500839798995;0;0;0,00167504198994975;0;0;0,0284757118291457;0;0
"124";478;0,102977666382134;0,00868486394789082;0;0,00620347396277916;0,101736972389578;0,00248138998511166;0,00248138998511166;0;0,00868486394789082;0;0;0,00124069499255583;0,0037220839776675;0,0186104218883375;0,00744416895533499;0,00124069499255583;0;0,270471462377171;0,0483870967096774;0,00248138998511166;0,00124069499255583;0,0037220839776675;0;0;0,00248138998511166;0;0,00124069499255583;0,00248138998511166;0,00248138998511166;0,00124069499255583;0,00124069499255583;0,0285359798287841;0;0,00124069499255583;0,00248138998511166;0,0037220839776675;0,00124069499255583;0;0;0,00248138998511166;0,00124069499255583;0,294044663235732;0;0,0124069479255583;0;0;0;0,00124069499255583;0;0;0;0;0;0;0;0,0037220839776675;0;0;0;0;0,00124069499255583;0;0,00248138998511166;0;0;0;0;0;0;0;0;0;0;0;0;0,0037220839776675;0;0;0;0;0,00124069499255583;0,0359801487841191;0;0
"125";484;0,125964010251928;0,0154241650308483;0;0,0205655530411311;0,0861182521722365;0,00128534700257069;0,00514138801028278;0;0,00642673501285347;0;0;0,00385604100771208;0,00257069400514139;0,016709512033419;0,0115681230231362;0;0;0,155526992311054;0,0526992291053985;0,00257069400514139;0,00385604100771208;0;0;0;0,00128534700257069;0;0;0,00257069400514139;0,00257069400514139;0,00899742901799486;0;0,0552699231105398;0;0,00128534700257069;0,00128534700257069;0,00128534700257069;0;0;0;0,00642673501285347;0,00257069400514139;0,325192802650386;0;0,0102827760205656;0;0;0,00128534700257069;0;0;0;0,00128534700257069;0,00128534700257069;0;0;0;0,00385604100771208;0;0;0;0,00128534700257069;0,00385604100771208;0;0;0;0;0;0;0;0,00385604100771208;0;0;0;0;0;0;0,00257069400514139;0;0;0;0;0;0,0514138821028278;0;0
"126";491;0,0862230552586692;0,0140581070421743;0,000937207002811621;0,00749765702249297;0,0656044991968135;0;0,00749765702249297;0,000937207002811621;0,00562324301686973;0;0;0,000937207002811621;0;0,0131209000393627;0,00749765702249297;0;0,000937207002811621;0,21368322464105;0,0731021562193065;0,00281162100843486;0,00187441400562324;0,000937207002811621;0;0;0,00281162100843486;0;0;0,00468603601405811;0,00281162100843486;0,00281162100843486;0;0,027179007081537;0;0;0;0,00281162100843486;0,00187441400562324;0;0,000937207002811621;0,00187441400562324;0,00187441400562324;0,373945643121837;0;0,00937207102811621;0;0;0;0;0;0;0;0;0;0;0;0,00374882801124648;0;0;0;0;0,000937207002811621;0;0;0;0;0;0;0;0,00187441400562324;0;0;0;0;0;0;0;0;0;0;0;0,000937207002811621;0,0562324271686973;0;0
"127";497;0,165837478668325;0,0149253729701493;0,00165837499668325;0,0116086239767828;0,129353233741294;0;0,00829187398341625;0;0,0033167499933665;0;0;0,00165837499668325;0,00165837499668325;0,0248756219502488;0,0165837479668325;0,00165837499668325;0,00165837499668325;0,0845771138308458;0,0978441128043118;0,00165837499668325;0;0;0,00165837499668325;0;0,0033167499933665;0;0;0,00497512399004975;0,00165837499668325;0,013266997973466;0,00497512399004975;0,079601989840796;0;0,0033167499933665;0;0,0033167499933665;0,00165837499668325;0;0,00165837499668325;0,0033167499933665;0,00497512399004975;0,245439468509121;0,013266997973466;0,0099502489800995;0;0;0;0;0;0;0;0;0;0;0;0,006633498986733;0;0;0;0;0,00165837499668325;0;0;0;0;0;0;0;0,00497512399004975;0;0;0;0,00165837499668325;0;0;0;0;0;0;0;0;0,0215588719568823;0;0
"128";505;0,0695067262780269;0,00747384202989537;0,00149476800597907;0,00747384202989537;0,0687593422750374;0,000747384002989536;0,0082212260328849;0;0,00523168902092676;0,000747384002989536;0;0;0;0,0134529150538117;0,00523168902092676;0;0;0,180119581720478;0,0739910312959641;0;0,00224215200896861;0,000747384002989536;0;0;0,00149476800597907;0;0;0,00298953701195815;0,00149476800597907;0,00298953701195815;0,00373692101494768;0,0388639761554559;0;0,00149476800597907;0;0,00373692101494768;0;0;0,000747384002989536;0,00224215200896861;0,00224215200896861;0,413303439653214;0;0,00672645702690583;0,000747384002989536;0;0;0;0;0;0;0;0;0;0;0,00448430501793722;0;0;0;0;0,00149476800597907;0;0,000747384002989536;0;0;0;0;0;0,00149476800597907;0;0;0;0;0;0;0;0;0;0;0;0,000747384002989536;0,0627802692511211;0;0
"129";511;0,086384977086385;0,00751173700751174;0;0,0112676060112676;0,0610328640610329;0;0,0056338030056338;0;0,00469483600469484;0;0;0;0,000938967000938967;0,0159624410159624;0,0056338030056338;0;0;0,19061032919061;0,0760563380760563;0;0;0;0;0,00187793400187793;0,00469483600469484;0;0;0,0028169010028169;0,000938967000938967;0,0056338030056338;0,00187793400187793;0,0347417840347418;0;0,000938967000938967;0,0028169010028169;0,0028169010028169;0;0;0,000938967000938967;0,00751173700751174;0,0028169010028169;0,371830986371831;0;0,0084507040084507;0,00187793400187793;0;0;0;0;0;0;0;0;0;0;0,00469483600469484;0;0;0;0;0,00375586900375587;0;0;0;0;0;0;0;0,000938967000938967;0;0;0;0;0;0;0;0;0;0;0;0;0,0723004690723005;0;0
"130";518;0,110294118110294;0,00315126100315126;0,00105042000105042;0,00735294100735294;0,0577731090577731;0;0,00315126100315126;0;0,0052521010052521;0;0;0;0,00105042000105042;0,0168067230168067;0,012605042012605;0;0,00105042000105042;0,156512605156513;0,0882352940882353;0,00105042000105042;0,00105042000105042;0,00105042000105042;0;0,00630252100630252;0,00210084000210084;0,00105042000105042;0,00105042000105042;0,00420168100420168;0,00105042000105042;0,00630252100630252;0;0,0294117650294118;0,00105042000105042;0,00105042000105042;0,00105042000105042;0,00420168100420168;0,00105042000105042;0;0;0,00315126100315126;0;0,37394958037395;0;0,00840336100840336;0,00420168100420168;0;0,00210084000210084;0;0;0;0,00210084000210084;0;0;0;0;0,0052521010052521;0;0;0;0,00105042000105042;0;0;0;0;0;0;0;0;0,00105042000105042;0;0;0;0;0;0;0,00105042000105042;0;0;0;0;0,00105042000105042;0,0693277310693277;0;0
"131";525;0,0781499204688995;0,00637958503827751;0,000797448004784688;0,00239234401435406;0,0629984053779904;0,00159489600956938;0,00159489600956938;0;0,00558213703349282;0,000797448004784688;0;0,000797448004784688;0;0,00797448204784689;0,00318979301913876;0;0;0,283891548703349;0,0566188203397129;0;0;0,00159489600956938;0;0;0;0;0;0,00239234401435406;0,000797448004784688;0,00159489600956938;0;0,0334928232009569;0;0,00239234401435406;0,00159489600956938;0,00637958503827751;0;0;0,000797448004784688;0,00239234401435406;0,00159489600956938;0,348484850090909;0;0,000797448004784688;0,00318979301913876;0;0;0;0;0;0,000797448004784688;0;0;0;0;0,00159489600956938;0;0;0;0;0,000797448004784688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0765550244593301;0;0
"132";532;0,110082304779835;0,00925925898148148;0;0,00514403298971193;0,0648148148703704;0,00102880699794239;0,00411522599176955;0;0,0113168719773663;0,00102880699794239;0;0;0,00308641999382716;0,00720164598559671;0,00411522599176955;0;0;0,131687242736626;0,0648148148703704;0;0,00102880699794239;0,00205761299588477;0;0;0,00205761299588477;0;0;0;0,00205761299588477;0,00102880699794239;0,00308641999382716;0,050411522899177;0;0,00102880699794239;0;0,00411522599176955;0;0;0,00205761299588477;0,00514403298971193;0,00205761299588477;0,397119341205761;0;0,00411522599176955;0,00411522599176955;0;0;0;0;0;0;0;0;0;0;0,00102880699794239;0,00102880699794239;0;0;0;0,00205761299588477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00205761299588477;0;0;0;0;0;0,0946502058106996;0;0
"133";544;0,1083499005666;0;0,00298210698807157;0,00596421497614314;0,0526838967892644;0,00198807199204771;0,00894632196421471;0;0,0129224649483101;0;0,000994035996023856;0;0,000994035996023856;0,00596421497614314;0,00497017898011928;0;0;0,16998011832008;0,0675944327296223;0,000994035996023856;0;0,000994035996023856;0,006958249972167;0,00397614298409543;0,00198807199204771;0;0,00198807199204771;0,000994035996023856;0,00397614298409543;0,00298210698807157;0,000994035996023856;0,0337972168648111;0;0;0;0,00596421497614314;0,00198807199204771;0,00198807199204771;0;0;0,006958249972167;0,398608348405567;0;0,000994035996023856;0,00198807199204771;0,00198807199204771;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00198807199204771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0735586477057654;0;0
"134";550;0,0757701923030808;0;0,00499583701998335;0,00416319701665279;0,0599500422398002;0;0,00666111602664446;0;0,00666111602664446;0;0;0;0,000832639003330556;0,00416319701665279;0,00416319701665279;0,000832639003330556;0;0,181515404726062;0,0632806002531224;0,00249791800999167;0,00166527900666112;0,00333055801332223;0,0099916740399667;0;0,00166527900666112;0;0;0,00333055801332223;0,000832639003330556;0,00249791800999167;0;0,0424646131698585;0;0,00166527900666112;0,000832639003330556;0,00499583701998335;0,00249791800999167;0;0,00166527900666112;0;0,0058284760233139;0,413821816655287;0;0,000832639003330556;0,00416319701665279;0,00333055801332223;0,00166527900666112;0;0;0;0;0;0;0;0;0,000832639003330556;0;0;0,000832639003330556;0;0;0;0;0;0;0;0;0,000832639003330556;0;0;0;0;0;0,000832639003330556;0;0;0;0;0;0;0,000832639003330556;0,0732722732930891;0;0
"135";557;0,148717949;0;0,001282051;0,01025641;0,084615385;0;0,01025641;0;0,006410256;0,001282051;0;0;0;0,002564103;0,011538462;0,001282051;0;0,120512821;0,008974359;0,001282051;0,003846154;0,001282051;0,007692308;0;0,003846154;0;0,002564103;0,001282051;0,002564103;0,012820513;0;0,032051282;0;0,003846154;0,001282051;0,002564103;0;0,002564103;0,001282051;0;0,007692308;0,425641026;0;0,001282051;0,01025641;0,003846154;0,006410256;0;0;0;0,001282051;0;0;0;0;0,001282051;0;0;0;0;0,001282051;0;0;0;0;0;0;0,001282051;0;0;0;0;0;0,001282051;0;0;0;0;0;0;0,001282051;0,048717949;0;0
"136";564;0,0921843690921844;0;0;0,0180360720180361;0,0671342690671343;0,00200400800200401;0,012024048012024;0;0,00300601200300601;0;0;0;0;0,00300601200300601;0,012024048012024;0,001002004001002;0;0,171342685171343;0,0611222440611222;0;0;0;0,00701402800701403;0;0,00501002000501002;0;0,001002004001002;0,00400801600400802;0,00200400800200401;0,00501002000501002;0;0,0340681360340681;0;0,001002004001002;0,001002004001002;0,00501002000501002;0,00200400800200401;0;0;0;0,00801603200801603;0,387775551387776;0;0;0,00701402800701403;0,00501002000501002;0;0;0;0;0,00200400800200401;0;0;0;0;0;0;0;0;0,001002004001002;0,001002004001002;0;0;0;0;0;0;0;0;0;0;0;0;0,001002004001002;0;0,001002004001002;0;0;0;0;0;0,0761523050761523;0;0
"137";571;0,130012150739976;0,00121506699756987;0,00121506699756987;0,018226001963548;0,0425273389149453;0,00121506699756987;0,0157958689684083;0;0,00607533398784933;0;0;0;0;0,00607533398784933;0,00850546798298906;0;0;0,0510328068979344;0,054678006890644;0,00121506699756987;0,00121506699756987;0,00243013399513973;0,00972053498055893;0;0,00607533398784933;0;0;0,00121506699756987;0,0036451999927096;0,00850546798298906;0,00121506699756987;0,0425273389149453;0,00121506699756987;0,00243013399513973;0,0072904009854192;0,0133657349732685;0,00121506699756987;0;0;0;0,0121506679756987;0,45078979209842;0,00243013399513973;0;0,0109356009781288;0,00121506699756987;0,0036451999927096;0;0;0;0,00121506699756987;0;0;0;0;0,00121506699756987;0;0;0;0;0,00121506699756987;0;0;0;0;0;0;0,00121506699756987;0,00121506699756987;0;0;0;0;0,0036451999927096;0;0,00243013399513973;0;0;0;0;0;0,0668286758663427;0;0
"138";585;0,0725221594198227;0,000805801993553584;0,000805801993553584;0,00805801793553586;0,0314262687485899;0,00241740498066076;0,0104754229161966;0;0,00483481096132151;0;0;0;0,000805801993553584;0,000805801993553584;0,0056406119548751;0,00161160398710717;0;0,337630940298953;0,0547945205616438;0;0,00161160398710717;0,00402900896776793;0,00322320697421434;0;0,00483481096132151;0,000805801993553584;0,00161160398710717;0,00161160398710717;0,00161160398710717;0,00644641394842869;0;0,033037872735697;0;0,000805801993553584;0,00241740498066076;0,00483481096132151;0,00161160398710717;0;0,000805801993553584;0;0,00805801793553586;0,326349715389202;0,00161160398710717;0;0,0056406119548751;0,00322320697421434;0,00402900896776793;0;0;0;0,000805801993553584;0;0;0;0;0,00161160398710717;0;0;0;0,000805801993553584;0,00241740498066076;0;0;0;0;0;0,000805801993553584;0,00161160398710717;0,000805801993553584;0;0;0;0;0;0;0;0;0;0;0;0;0,0394842866841257;0,000805801993553584;0
"139";593;0,165048543009709;0;0;0,0138696259167822;0,0568654646588072;0;0,0138696259167822;0,00138696299167822;0,0055478499667129;0;0;0;0;0;0,0110956999334258;0;0;0,12482662925104;0,0624133146255201;0;0,00416088797503467;0,00277392498335645;0,00970873794174757;0;0,00277392498335645;0,00138696299167822;0,00138696299167822;0,00416088797503467;0,00277392498335645;0,0138696259167822;0;0,0374479887753121;0;0,00416088797503467;0;0,00970873794174757;0,0055478499667129;0;0;0;0,00693481295839112;0,349514560902913;0,00138696299167822;0;0,0180305128918169;0,00832177495006935;0,00416088797503467;0,00138696299167822;0;0;0;0;0;0;0;0;0;0;0;0,00138696299167822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00138696299167822;0,0527045766837725;0;0
"140";599;0,29687499940625;0;0,00260416699479167;0,0338541669322917;0,070312499859375;0,00260416699479167;0,0260416669479167;0;0,01562499996875;0,00260416699479167;0;0;0;0,0130208329739583;0,023437499953125;0;0,00260416699479167;0,0598958328802083;0,00520833298958333;0,00260416699479167;0,007812499984375;0,00260416699479167;0,0130208329739583;0;0,0104166669791667;0,00260416699479167;0,00520833298958333;0,00260416699479167;0,0130208329739583;0,0208333329583333;0;0,117187499765625;0;0,00520833298958333;0;0,0260416669479167;0,007812499984375;0,00260416699479167;0,00260416699479167;0;0,0104166669791667;0,12499999975;0;0;0,0286458329427083;0;0,007812499984375;0;0;0;0;0;0;0;0;0,00520833298958333;0,00260416699479167;0;0;0,00260416699479167;0,00520833298958333;0;0;0;0;0;0;0,00520833298958333;0;0,00260416699479167;0;0;0;0,00260416699479167;0;0;0;0;0;0;0;0,00520833298958333;0;0
"141";606;0,249452953251641;0;0,00875273497374179;0,0284463889146608;0,0612691468161926;0;0,0371991248884026;0,00218818399343545;0,0131291029606127;0,00218818399343545;0;0;0,00218818399343545;0;0,0131291029606127;0,0043763679868709;0;0,12035010863895;0,019693653940919;0,0043763679868709;0,0043763679868709;0,0043763679868709;0,0175054699474836;0;0,00218818399343545;0,00218818399343545;0,00218818399343545;0,0109409189671772;0;0,0240700219277899;0;0,0765864327702407;0;0;0;0,0153172869540481;0;0,0043763679868709;0,00218818399343545;0;0,0262582059212254;0,192560174422319;0,00218818399343545;0,00218818399343545;0,0175054699474836;0,00218818399343545;0,00656455098030635;0;0;0;0;0;0;0;0;0,00218818399343545;0;0;0;0,00656455098030635;0;0;0;0;0;0;0;0,00218818399343545;0;0;0;0;0;0,00218818399343545;0;0;0;0;0;0;0;0,0043763679868709;0;0
"142";612;0,115928369347785;0;0;0,0141376060424128;0,045240339135721;0;0,00848256402544769;0;0,00282752100848256;0;0;0;0,00188501400565504;0,000942507002827521;0,00377002801131008;0,00282752100848256;0;0,236569274709708;0,0442978321328935;0;0;0,000942507002827521;0,00471253501413761;0,00282752100848256;0,00282752100848256;0,00188501400565504;0;0,00377002801131008;0,00282752100848256;0,00754005702262017;0,000942507002827521;0,0320452400961357;0,00188501400565504;0;0,000942507002827521;0,00754005702262017;0,00188501400565504;0;0;0;0,0103675780311027;0,365692744097078;0,000942507002827521;0,000942507002827521;0,00754005702262017;0,00282752100848256;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00282752100848256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0593779451781338;0;0
"143";618;0,178994082463018;0;0,00295857999112426;0,0266272189201183;0,0606508878180473;0;0,0207100589378698;0,00147928999556213;0,00739644997781065;0;0;0;0,00295857999112426;0;0,00591715998224852;0,00147928999556213;0;0,103550295689349;0,0562130178313609;0,00147928999556213;0,00295857999112426;0,00443786998668639;0,00887573997337278;0;0,00591715998224852;0,00147928999556213;0,00295857999112426;0,00443786998668639;0,00295857999112426;0,0133136089600592;0;0,0532544378402367;0;0;0,00147928999556213;0,0133136089600592;0,00295857999112426;0,00147928999556213;0,00147928999556213;0,00147928999556213;0,0192307689423077;0,318047336045858;0,00147928999556213;0,00147928999556213;0,0103550299689349;0,00295857999112426;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00443786998668639;0,00147928999556213;0;0;0;0;0;0;0;0;0;0;0;0;0,00147928999556213;0;0;0;0;0;0;0;0,045857987862426;0;0
"144";626;0,183890577080547;0;0,00455927097720365;0,0182370819088146;0,0805471115972645;0,00151975699240122;0,0091185409544073;0;0,00759878396200608;0;0;0;0;0;0,0091185409544073;0,00151975699240122;0;0,0972644375136778;0,0592705167036474;0,00303951398480243;0,00151975699240122;0,00303951398480243;0,0121580549392097;0,00151975699240122;0,00303951398480243;0;0,00151975699240122;0,00303951398480243;0,00151975699240122;0,0121580549392097;0;0,0440729477796353;0;0;0;0,00455927097720365;0,0091185409544073;0,00455927097720365;0,00151975699240122;0;0,0091185409544073;0,351063828244681;0,00151975699240122;0;0,00759878396200608;0,00455927097720365;0,00151975699240122;0;0;0;0;0;0;0;0;0;0;0;0;0,00303951398480243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,042553190787234;0;0
"145";633;0,103716508726016;0,000864304006050128;0;0,0086430420605013;0,0354364742480553;0,000864304006050128;0,0121002590847018;0;0,00345721702420052;0;0;0;0;0,00172860801210026;0,00172860801210026;0;0;0,364736389553155;0,0475367333327571;0,000864304006050128;0,000864304006050128;0;0,00691443404840104;0;0,00345721702420052;0,00172860801210026;0;0,00172860801210026;0,000864304006050128;0,00691443404840104;0;0,0259291271815039;0,000864304006050128;0,000864304006050128;0,00345721702420052;0,000864304006050128;0,00172860801210026;0;0,00259291301815039;0;0,00605013004235091;0,302506484117545;0;0,000864304006050128;0,0138288680968021;0,000864304006050128;0,000864304006050128;0;0;0;0,00172860801210026;0;0;0;0;0,000864304006050128;0,000864304006050128;0;0;0,00172860801210026;0,000864304006050128;0;0;0;0;0;0;0,000864304006050128;0;0;0;0;0;0;0;0,00172860801210026;0;0;0;0;0;0,0259291271815039;0;0
"146";640;0,287153650851385;0;0,00503778297984887;0,0277078088891688;0,125944583496222;0,00251889198992443;0,0277078088891688;0;0,0100755669596977;0;0;0;0;0,0151133499395466;0,017632241929471;0,00503778297984887;0;0,057934508768262;0,017632241929471;0,0075566749697733;0,0100755669596977;0,00251889198992443;0,0151133499395466;0;0,0100755669596977;0;0,00503778297984887;0,0075566749697733;0,00251889198992443;0,017632241929471;0;0,0906801006372796;0;0,00251889198992443;0;0,0100755669596977;0,0075566749697733;0,00251889198992443;0,00251889198992443;0,00251889198992443;0,0277078088891688;0,115869017536524;0,00503778297984887;0;0,017632241929471;0,00251889198992443;0,00503778297984887;0;0;0;0,00503778297984887;0;0;0;0;0,00251889198992443;0;0;0;0;0,00251889198992443;0;0;0;0;0;0;0,00251889198992443;0,00251889198992443;0;0;0;0;0,00503778297984887;0;0;0;0;0,00251889198992443;0;0,00251889198992443;0,00503778297984887;0;0
"147";651;0,223382046;0;0;0,027139875;0,083507307;0,006263048;0,03131524;0;0,012526096;0;0;0;0;0,002087683;0,010438413;0;0;0,098121086;0,029227557;0,004175365;0,010438413;0;0,008350731;0;0,008350731;0;0,006263048;0,008350731;0,002087683;0,029227557;0;0,075156576;0;0,006263048;0;0,006263048;0,002087683;0,002087683;0,002087683;0;0,016701461;0,212943633;0,004175365;0;0,022964509;0,004175365;0,004175365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004175365;0,002087683;0;0;0;0,010438413;0;0,006263048;0;0;0;0;0;0,014613779;0;0,002087683
"148";661;0,206349206412698;0;0,00705467401410935;0,0282186950564374;0,107583774215168;0,00176366800352734;0,021164021042328;0,00176366800352734;0,0123456790246914;0;0;0;0;0;0,00705467401410935;0,00176366800352734;0;0,13227513226455;0,0758377431516755;0,00176366800352734;0;0,00176366800352734;0,010582011021164;0;0,00705467401410935;0,00352733700705467;0;0,00529100501058201;0,00352733700705467;0,0123456790246914;0;0,0740740741481482;0;0;0;0,00881834201763668;0,00705467401410935;0;0;0;0,00705467401410935;0,220458554440917;0;0;0,00881834201763668;0,0123456790246914;0,00352733700705467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00529100501058201;0;0,00176366800352734;0;0;0;0;0;0,00176366800352734;0;0
"149";669;0,100871731100872;0;0,00124533000124533;0,0161892900161893;0,0610211710610212;0;0,0124533000124533;0;0,00249066000249066;0;0;0,00124533000124533;0,00373599000373599;0,00124533000124533;0,00747198000747198;0;0;0,191780822191781;0,0535491910535492;0;0,00747198000747198;0,00124533000124533;0,00747198000747198;0,00124533000124533;0;0,00124533000124533;0;0,00124533000124533;0,00498132000498132;0,00747198000747198;0;0,0261519300261519;0;0,00249066000249066;0,00373599000373599;0,011207970011208;0,00498132000498132;0;0;0;0,011207970011208;0,423412204423412;0,00747198000747198;0,00124533000124533;0,00747198000747198;0,00498132000498132;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00498132000498132;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00373599000373599;0,00124533000124533;0;0;0;0;0;0;0;0;0
"150";677;0,265853660329268;0;0,00731707303658537;0,0317073171585366;0,139024390695122;0,00243902401219512;0,0170731710853659;0,00243902401219512;0,0121951220609756;0;0;0,00243902401219512;0,00243902401219512;0,00731707303658537;0,0121951220609756;0;0;0,0341463411707317;0,0390243901951219;0;0,0146341460731707;0;0,0121951220609756;0,00243902401219512;0,00487804902439024;0;0;0,00975609804878049;0,00243902401219512;0,0146341460731707;0;0,0951219514756098;0;0;0;0,0268292681341463;0,00243902401219512;0,00487804902439024;0,00487804902439024;0;0,00975609804878049;0,170731707853659;0,00731707303658537;0;0,0146341460731707;0;0;0;0;0,00243902401219512;0;0;0;0;0;0,00243902401219512;0;0;0;0,00487804902439024;0,00487804902439024;0;0;0;0;0;0;0,00243902401219512;0;0;0;0;0;0,00731707303658537;0;0;0;0;0;0;0,00243902401219512;0;0;0
"151";685;0,219066936561866;0;0,00608519298782961;0,0283975659432049;0,123732251752536;0;0,020283975959432;0;0,0121703849756592;0;0;0;0,0020283979959432;0,00405679499188641;0,0121703849756592;0;0;0,0527383368945233;0,0283975659432049;0;0,00405679499188641;0;0,0141987829716024;0;0,010141987979716;0,0020283979959432;0,00608519298782961;0,00405679499188641;0,0020283979959432;0,00811358998377282;0;0,0385395539229209;0;0;0,0020283979959432;0,0162271809675456;0,00405679499188641;0;0,00608519298782961;0;0,0121703849756592;0,326572007346856;0,00405679499188641;0,00405679499188641;0,010141987979716;0,0121703849756592;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00405679499188641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"152";693;0,0831758024177694;0;0,00094517999338374;0,00756143694706994;0,069943288510397;0;0,00756143694706994;0;0,00189035898676749;0;0;0,00094517999338374;0,00094517999338374;0,00094517999338374;0,00283553898015123;0;0;0,302457464882798;0,0576559545964083;0;0,00283553898015123;0;0,0066162569536862;0;0,00283553898015123;0;0;0,00283553898015123;0,00094517999338374;0,00756143694706994;0;0,0283553878015123;0;0,00094517999338374;0,00472589796691871;0,00378071797353497;0,00094517999338374;0,00094517999338374;0;0;0,00945179593383743;0,366729676432892;0,00378071797353497;0,00283553898015123;0,0113421549206049;0,00283553898015123;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00094517999338374;0,00094517999338374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00094517999338374;0;0;0;0;0;0;0;0
"153";699,5;0,0929772497210682;0;0;0,00494559798516321;0,063303659810089;0,00296735899109792;0,0128585559614243;0,00098911999703264;0,00593471798219585;0,00098911999703264;0;0;0;0,00197823899406528;0,00890207697329377;0;0;0,270029673189911;0,0415430268753709;0;0,00098911999703264;0;0,00890207697329377;0,00098911999703264;0,00197823899406528;0;0;0,00593471798219585;0,00098911999703264;0,00791295697626113;0;0,0356083088931751;0;0;0,00098911999703264;0,00989119697032641;0,00395647898813056;0;0;0;0,00395647898813056;0,388724034833828;0,00593471798219585;0,00395647898813056;0,00692383797922849;0,00098911999703264;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00395647898813056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
