"";"";"Acalypha";"Acnistus";"Alchornea";"Alnus";"Alternanthera";"Amaranthus";"Ambrosia";"Anemia";"Bursera";"Cactaceae";"Cecropia";"cf..Rhizophora";"Chamaesyce";"Conyza";"Croton";"Cryptocarpus";"Cuphea";"Cyathea";"Cyperaceae";"Fabaceae.undiff.";"Hedyosmum";"Hippomane";"Lycianthes";"Lycopodium";"Miconia";"Myrica";"Myrsine";"Myrtaceae";"Phyllanthus";"Pilea";"Plumbago";"Poaceae";"Podocarpus";"Polygonum";"Polypodium";"Scalesia.undiff.";"Scoparia";"Senna.obtusifolia";"Senna.undiff.";"Stachytarpheta";"Tournefortia.rufo.sericea";"Unknown..monolete.";"Utricularia";"Zanthoxylum";"Asteraceae.undiff.";"Ceiba";"Lantana";"Acanthaceae";"Lamiaceae.undiff.";"Platymiscium";"Apocynaceae";"cf..Cedrela";"Dodonaea.viscosa";"Sapindaceae.undiff.";"Rhynchosia";"Darwiniothamnus";"Cardiospermum";"Euphorbia";"Crotalaria";"Chiococca";"Solanum";"Portulaca";"Ipomoea";"Ilex";"Polygalaceae";"Cissus";"cf..Hippomane";"Scalesia.cf..S..affinis";"cf..Vitex";"Quercus";"cf..Melia";"Ericaceae";"Weinmannia";"cf..Gnaphalium";"Unknown.undiff.";"Scutia";"Piper";"Melia";"Meliaceae.undiff.";"Codia";"Aegiphila";"Pteridium";"cf..Gossypium";"Ochroma"
"57";131;0,097514339414914;0,00478011497131931;0,000956022994263862;0,0172084128967495;0,0458891007246654;0,00191204598852772;0,00573613796558317;0,000956022994263862;0,00669216095984703;0,00191204598852772;0;0,000956022994263862;0,000956022994263862;0,0181644358910134;0,0076481839541109;0,000956022994263862;0,000956022994263862;0,161567877030593;0,0544933076730401;0,00191204598852772;0,00191204598852772;0;0,00382409197705545;0,00860420694837476;0,00286806898279159;0;0;0,00669216095984703;0,00286806898279159;0,00573613796558317;0;0,0372848947762906;0,000956022994263862;0,000956022994263862;0,00478011497131931;0,00286806898279159;0;0;0;0,000956022994263862;0,000956022994263862;0,460803056235182;0,00669216095984703;0,00669216095984703;0,00573613796558317;0;0;0;0;0;0;0;0;0;0;0,00191204598852772;0;0;0;0,000956022994263862;0;0;0,00191204598852772;0;0;0;0;0,00191204598852772;0;0;0;0;0;0,000956022994263862;0;0;0;0;0;0;0;0;0;0
"58";135;0,133250311266501;0,0062266500124533;0;0,0124533000249066;0,0784557911569116;0,00249066000498132;0,0062266500124533;0,00249066000498132;0,00498132000996264;0;0;0,00124533000249066;0;0,00996264001992528;0,00747198001494396;0;0,00249066000498132;0,13200498126401;0,0560398511120797;0,00124533000249066;0,00498132000996264;0,00373599000747198;0,00124533000249066;0,00747198001494396;0,00124533000249066;0,00124533000249066;0,00249066000498132;0,00498132000996264;0,00373599000747198;0,00747198001494396;0;0,0311332500622665;0;0;0,00124533000249066;0,0112079700224159;0,00124533000249066;0,00124533000249066;0;0,00373599000747198;0,00124533000249066;0,43337484486675;0,0062266500124533;0,00373599000747198;0,0062266500124533;0;0;0;0;0,00124533000249066;0;0;0;0;0;0,00249066000498132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"59";139;0,140992167563969;0,019582245078329;0;0,0130548300522193;0,0678851172715405;0,0039164490156658;0,00913838103655352;0,00130548300522193;0;0;0;0,00130548300522193;0,00130548300522193;0,0130548300522193;0,0117493470469974;0;0;0,127937337511749;0,0483028721932115;0;0,00130548300522193;0,00261096601044386;0,00130548300522193;0,0143603130574413;0,00522193202088773;0;0,00261096601044386;0,0039164490156658;0;0,00522193202088773;0;0,0365535251462141;0;0,00522193202088773;0,00130548300522193;0,00783289803133159;0;0;0;0,00130548300522193;0,0039164490156658;0,417754570671018;0,00522193202088773;0,0117493470469974;0,00652741502610966;0;0;0;0;0;0;0;0;0;0;0,00652741502610966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60";144;0,165079364009524;0,00952380994285714;0,00317460298095238;0,0126984129238095;0,101587301390476;0;0,0111111109333333;0,00158730199047619;0,00952380994285714;0;0;0;0,00158730199047619;0,00952380994285714;0,00952380994285714;0;0,00158730199047619;0,0904761894571428;0,0523809516857143;0;0;0;0;0,00476190497142857;0,00158730199047619;0;0,00158730199047619;0,00317460298095238;0,00476190497142857;0,0111111109333333;0;0,0317460318095238;0;0,00158730199047619;0,00317460298095238;0,0126984129238095;0;0,00158730199047619;0;0,00317460298095238;0,00158730199047619;0,398412695609524;0,00317460298095238;0,0142857139142857;0,00476190497142857;0;0;0;0;0;0;0,00158730199047619;0;0;0;0,00476190497142857;0;0;0;0,00476190497142857;0;0;0;0;0;0;0;0,00158730199047619;0,00317460298095238;0;0;0;0;0;0;0,00158730199047619;0;0;0;0;0;0;0;0
"61";149;0,118857143;0,008;0,002285714;0,013714286;0,046857143;0,001142857;0,003428571;0;0,006857143;0;0;0;0,001142857;0,012571429;0,012571429;0;0,002285714;0,152;0,075428571;0,001142857;0,002285714;0,001142857;0,002285714;0,032;0,005714286;0;0,003428571;0,005714286;0,004571429;0,006857143;0;0,043428571;0;0,005714286;0,002285714;0,012571429;0;0;0,001142857;0,001142857;0,005714286;0,377142857;0,006857143;0,009142857;0,006857143;0;0;0;0;0;0;0;0;0;0;0,004571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001142857;0;0;0;0;0;0;0;0;0;0
"62";153;0,128571429385714;0,0155844160467532;0,0012987010038961;0,0142857140428571;0,075324675225974;0,0012987010038961;0,00519480501558442;0;0,00649350601948052;0;0;0,0012987010038961;0;0,0181818180545455;0,00649350601948052;0;0,00389610401168831;0,145454545436364;0,0688311692064935;0,00259740300779221;0;0,0012987010038961;0,0012987010038961;0,00259740300779221;0,00649350601948052;0;0;0,00779220802337662;0,00389610401168831;0,00649350601948052;0;0,0402597401207792;0;0,0012987010038961;0;0,00779220802337662;0;0,0012987010038961;0;0,00259740300779221;0,0012987010038961;0,401298702203896;0,00259740300779221;0,00519480501558442;0,00389610401168831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00259740300779221;0,00259740300779221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0012987010038961;0,0012987010038961;0;0;0;0;0
"63";158;0,131105398655527;0,00257069401285347;0,00257069401285347;0,00899742904498714;0,0925449874627249;0;0,00771208203856041;0,00128534700642674;0,00257069401285347;0;0;0,00385604101928021;0,00128534700642674;0,0128534700642674;0,00514138802570694;0;0,00385604101928021;0,158097686790488;0,0526992292634961;0,00128534700642674;0;0;0;0,00514138802570694;0,00514138802570694;0;0,00128534700642674;0,00385604101928021;0,00128534700642674;0,0128534700642674;0;0,0269922881349614;0;0;0,00257069401285347;0,00257069401285347;0;0;0;0,00257069401285347;0,00514138802570694;0,416452444082262;0,00385604101928021;0,00514138802570694;0,00257069401285347;0;0;0;0;0;0,00128534700642674;0;0;0;0;0,00771208203856041;0;0;0;0,00257069401285347;0,00128534700642674;0;0;0;0;0;0;0;0;0;0;0;0;0,00128534700642674;0;0;0;0;0;0;0;0;0;0
"64";163;0,119551681119552;0,00373599000373599;0;0,00249066000249066;0,102117061102117;0;0,011207970011208;0;0,00498132000498132;0;0;0;0;0,00996264000996264;0,00747198000747198;0;0,00124533000124533;0,209215442209215;0,0660024910660025;0,00124533000124533;0,00124533000124533;0,00373599000373599;0,00249066000249066;0,00622665000622665;0,00373599000373599;0,00124533000124533;0;0,00373599000373599;0;0,00498132000498132;0;0,0386052300386052;0,00124533000124533;0,00373599000373599;0,00249066000249066;0,00747198000747198;0;0;0;0,00249066000249066;0;0,354919054354919;0;0,00871731000871731;0,00747198000747198;0;0;0;0;0;0,00124533000124533;0;0;0;0;0;0;0;0;0;0,00249066000249066;0;0;0;0;0;0;0,00124533000124533;0;0;0;0;0;0,00124533000124533;0;0;0;0;0;0;0;0;0;0
"65";167;0,107769423892231;0,0075187969924812;0,00125313299874687;0,00501253099498747;0,106516290893484;0,00125313299874687;0,00250626599749373;0;0,00877192999122807;0;0;0;0,00250626599749373;0,0162907269837093;0,00501253099498747;0;0,0037593979962406;0,182957392817043;0,075187969924812;0,00125313299874687;0,00250626599749373;0;0;0,00250626599749373;0,00125313299874687;0;0;0,0037593979962406;0,00250626599749373;0,00626566399373434;0;0,0413533829586466;0;0,00125313299874687;0,00125313299874687;0,00501253099498747;0,00125313299874687;0;0,00250626599749373;0,00125313299874687;0,0037593979962406;0,378446114621554;0;0,00250626599749373;0,00626566399373434;0;0;0;0;0,00125313299874687;0;0;0;0;0;0,0037593979962406;0;0;0;0,00125313299874687;0,00125313299874687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00125313299874687;0;0;0;0
"66";172;0,111949685552201;0,0176100629295597;0,00125786199496855;0,00628930797484277;0,120754716516981;0;0,00503144697987421;0;0,00251572298993711;0;0;0,00125786199496855;0;0,00880503096477987;0,0100628929597484;0;0;0,176100628295597;0,0578616347685535;0;0;0,00125786199496855;0,00125786199496855;0,00377358498490566;0;0,00125786199496855;0;0,0100628929597484;0;0,00377358498490566;0;0,0415094338339623;0,00125786199496855;0,00377358498490566;0,00251572298993711;0,00628930797484277;0;0;0,00125786199496855;0,00503144697987421;0,00251572298993711;0,381132073475472;0,00251572298993711;0,00125786199496855;0,00251572298993711;0;0,00125786199496855;0;0;0;0,00125786199496855;0;0;0;0;0;0;0;0;0,00125786199496855;0,00125786199496855;0;0;0;0;0;0;0;0;0,00125786199496855;0;0;0;0;0,00125786199496855;0;0;0;0;0;0;0;0;0
"67";177;0,106861642961755;0,0033745780303712;0,00112485901012373;0,0067491560607424;0,101237345911136;0,0033745780303712;0,00562429705061867;0;0,00112485901012373;0;0;0,00112485901012373;0;0,0067491560607424;0,0033745780303712;0;0;0,183352082650169;0,0629921265669291;0,00112485901012373;0;0;0;0,00112485901012373;0,00112485901012373;0,0033745780303712;0;0,00224971902024747;0,00112485901012373;0,0033745780303712;0;0,0472440944251969;0;0,00112485901012373;0,00112485901012373;0,0157480311417323;0;0;0,00112485901012373;0,0033745780303712;0,00112485901012373;0,401574806614173;0,0067491560607424;0,00562429705061867;0,00224971902024747;0;0;0;0;0;0,00112485901012373;0;0;0;0;0,0033745780303712;0,00112485901012373;0;0;0;0,0067491560607424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68";182;0,110552764110553;0,00879397000879397;0;0,00251256300251256;0,10804020110804;0;0,00251256300251256;0,00125628100125628;0,00502512600502513;0;0;0,00251256300251256;0;0,0201005030201005;0,00628140700628141;0;0,00628140700628141;0,150753769150754;0,071608040071608;0;0;0,00251256300251256;0;0;0,00125628100125628;0;0;0,00502512600502513;0,00125628100125628;0,00125628100125628;0;0,0301507540301508;0;0;0,00251256300251256;0,0100502510100503;0,00125628100125628;0,00125628100125628;0,00125628100125628;0,00376884400376884;0,00376884400376884;0,417085427417085;0,00125628100125628;0,00879397000879397;0,00502512600502513;0;0;0;0;0;0,00251256300251256;0;0;0;0;0,00251256300251256;0;0;0;0;0;0;0;0;0;0;0;0,00125628100125628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"69";186,5;0,116421569349265;0,00367647101102941;0,00122549000367647;0,0196078430588235;0,111519608334559;0,00122549000367647;0,00490196101470588;0;0,00122549000367647;0;0;0;0;0,00735294102205882;0,00490196101470588;0;0,00245098000735294;0,151960784455882;0,0674019612022059;0;0,00122549000367647;0,00245098000735294;0,00122549000367647;0,00122549000367647;0,00367647101102941;0,00122549000367647;0,00122549000367647;0,00245098000735294;0,00367647101102941;0,00367647101102941;0;0,0245098040735294;0;0;0,00245098000735294;0,00857843102573529;0;0;0,00245098000735294;0,00245098000735294;0,00367647101102941;0,421568628264706;0,00245098000735294;0,00612745101838235;0,00122549000367647;0;0;0;0;0;0;0;0;0;0;0,00122549000367647;0;0;0;0,00122549000367647;0,00122549000367647;0;0;0;0;0;0;0,00367647101102941;0;0;0;0;0;0,00122549000367647;0;0;0;0;0;0;0;0;0;0
"70";192;0,102803737794393;0,00700934598598131;0,0023364489953271;0,00934579398130841;0,123831775752336;0,00116822399766355;0,00700934598598131;0;0,0023364489953271;0;0;0,0023364489953271;0;0,00817756998364486;0,010514018978972;0;0,0023364489953271;0,151869158696262;0,0537383178925234;0,00116822399766355;0,0023364489953271;0;0,0023364489953271;0,00467289699065421;0,00350467299299065;0;0,00116822399766355;0,00350467299299065;0,00116822399766355;0,00116822399766355;0;0,0327102799345794;0;0,0023364489953271;0;0,0116822429766355;0;0;0;0,00116822399766355;0,0023364489953271;0,43107476513785;0,0023364489953271;0,00350467299299065;0,0023364489953271;0;0;0;0;0;0;0;0;0;0;0,0023364489953271;0;0;0;0,00116822399766355;0;0;0;0;0;0;0;0,00116822399766355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"71";196;0,0808823532426471;0,00105042000315126;0,00210084000630252;0,00735294102205882;0,120798319362395;0,00105042000315126;0,0052521010157563;0,00210084000630252;0,00630252101890756;0;0;0,00105042000315126;0,00105042000315126;0,0105042020315126;0,00735294102205882;0;0;0,203781513611345;0,0462184871386555;0;0,00105042000315126;0;0,00105042000315126;0,00210084000630252;0,00105042000315126;0;0,00105042000315126;0,0052521010157563;0;0;0;0,028361345085084;0;0;0,00105042000315126;0,00420168101260504;0;0;0;0,00105042000315126;0,00210084000630252;0,433823530301471;0,00105042000315126;0,00630252101890756;0,00735294102205882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00210084000630252;0;0;0;0;0;0;0;0,00105042000315126;0;0;0;0;0;0;0,00315126100945378;0;0;0;0;0;0;0;0;0
"72";201;0,0783898311567797;0,00635593201271186;0;0,00423728800847458;0,112288136224576;0;0,0095338980190678;0,00105932200211864;0,00211864400423729;0;0;0;0;0,00529661001059322;0,00529661001059322;0;0,00317796600635593;0,186440678372881;0,0677966101355932;0,00105932200211864;0,00211864400423729;0;0,00105932200211864;0,00211864400423729;0,00423728800847458;0,00105932200211864;0;0,00105932200211864;0,00105932200211864;0,00741525401483051;0;0,0423728810847458;0;0,00105932200211864;0;0,00211864400423729;0;0;0;0,00105932200211864;0,00741525401483051;0,423728814847458;0,00105932200211864;0,00635593201271186;0,00423728800847458;0;0;0;0;0;0;0;0;0;0;0,00423728800847458;0;0;0;0,00105932200211864;0;0;0;0;0;0;0;0,00211864400423729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"73";205;0,119189511357569;0,00953516102860548;0;0,00357568501072705;0,102502980307509;0;0,00357568501072705;0,00119189500357569;0,00595947601787843;0;0;0;0;0,00953516102860548;0,0083432660250298;0;0;0,220500596661502;0,0548271751644815;0;0,00476758001430274;0,00238379000715137;0;0,00119189500357569;0,00357568501072705;0;0;0,00238379000715137;0,00119189500357569;0,0083432660250298;0;0,0333730631001192;0;0;0,00238379000715137;0,00357568501072705;0,00119189500357569;0;0;0;0;0,381406437144219;0;0,00715137102145411;0,00238379000715137;0;0;0;0;0;0;0;0;0;0,00119189500357569;0,00238379000715137;0;0;0;0;0,00119189500357569;0;0;0;0;0;0;0,00119189500357569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"74";210;0,097345133;0,006637168;0;0,007743363;0,119469027;0,002212389;0,006637168;0,001106195;0;0;0;0;0;0,005530973;0,003318584;0;0;0,209070796;0,042035398;0,001106195;0,002212389;0,002212389;0;0,003318584;0,001106195;0;0;0,002212389;0;0,007743363;0;0,039823009;0;0,001106195;0,003318584;0,003318584;0;0;0;0,004424779;0,004424779;0,403761062;0,004424779;0,002212389;0,003318584;0;0,001106195;0;0;0;0,001106195;0;0;0;0;0,005530973;0;0;0;0;0;0;0;0;0;0;0;0,001106195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"75";214;0,123931624495727;0,00854700903418804;0;0,00747863202991453;0,0950854703803419;0,0010683760042735;0,0181623930726496;0;0,00534188002136752;0;0;0,0010683760042735;0;0,00641025602564102;0;0;0;0,18910256475641;0,0480769231923077;0;0,0010683760042735;0,0010683760042735;0;0,0010683760042735;0,00213675200854701;0;0,00213675200854701;0,00213675200854701;0;0,00534188002136752;0;0,0277777781111111;0;0,00213675200854701;0,00213675200854701;0,00320512801282051;0,0010683760042735;0;0;0,00427350401709402;0,00320512801282051;0,41773504467094;0,00213675200854701;0,00213675200854701;0,0010683760042735;0;0,0010683760042735;0;0;0;0;0;0;0;0;0,00427350401709402;0;0;0;0,0010683760042735;0,0010683760042735;0;0;0;0;0;0;0,00320512801282051;0;0;0,0010683760042735;0;0;0,0010683760042735;0,0010683760042735;0;0;0;0;0;0;0;0;0
"76";219;0,0963983053855932;0,00529661002118644;0,00317796601271186;0,00529661002118644;0,0963983053855932;0,00211864400847458;0,0116525420466102;0;0,00105932200423729;0;0;0,00105932200423729;0;0,00529661002118644;0,00529661002118644;0,00105932200423729;0,00211864400847458;0,211864407847458;0,0370762711483051;0;0,00211864400847458;0,00105932200423729;0;0,00211864400847458;0,00741525402966102;0;0;0,00635593202542373;0,00105932200423729;0,0116525420466102;0;0,0317796611271186;0;0,00211864400847458;0,00105932200423729;0,00317796601271186;0;0;0,00105932200423729;0,00317796601271186;0,00211864400847458;0,421610170686441;0,00105932200423729;0,00529661002118644;0,00211864400847458;0;0;0;0;0;0;0;0;0;0;0,00741525402966102;0;0;0;0,00105932200423729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77";223;0,0984513273938053;0,00553097302212389;0,00221238900884956;0,00442477901769912;0,0929203543716814;0,00442477901769912;0,00663716802654867;0;0,00221238900884956;0,00110619500442478;0;0,00110619500442478;0,00110619500442478;0,00442477901769912;0,00553097302212389;0;0,00221238900884956;0,231194690924779;0,0464601771858407;0,00110619500442478;0;0,00331858401327434;0,00221238900884956;0;0,00331858401327434;0;0,00221238900884956;0,00331858401327434;0,00110619500442478;0,00442477901769912;0;0,0365044251460177;0;0,00221238900884956;0;0,0143805310575221;0;0;0;0,00553097302212389;0,00221238900884956;0,390486727561947;0,00553097302212389;0,00331858401327434;0,00221238900884956;0;0;0;0;0;0;0;0;0;0;0,00221238900884956;0;0;0;0,00221238900884956;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00221238900884956;0;0;0;0;0;0;0;0;0;0
"78";228;0,115751790231504;0,0035799520071599;0,00119331700238663;0,0155131260310263;0,112171838224344;0;0,00835322201670645;0;0;0;0;0,00238663500477327;0;0,00715990501431981;0,00715990501431981;0;0;0,140811456281623;0,0536992841073986;0;0;0,00119331700238663;0,00119331700238663;0,00238663500477327;0,00238663500477327;0;0,00119331700238663;0,00596658701193317;0,00119331700238663;0,0107398570214797;0;0,0286396180572792;0;0;0;0,00596658701193317;0;0;0;0,00119331700238663;0,00238663500477327;0,446300716892601;0;0,00596658701193317;0,0035799520071599;0;0;0;0;0;0;0;0;0;0;0,00715990501431981;0;0;0;0,0035799520071599;0,00119331700238663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"79";232;0,108900524326702;0,00523560201570681;0;0,0104712040314136;0,0952879582858639;0,00104712000314136;0,00523560201570681;0,00104712000314136;0,00104712000314136;0;0;0,00104712000314136;0;0,00314136100942408;0,00523560201570681;0;0;0,216753927650262;0,0481675391445026;0;0,00104712000314136;0,00104712000314136;0,00209424100628272;0,00104712000314136;0,00209424100628272;0;0,00314136100942408;0,00104712000314136;0;0,00628272301884817;0,00104712000314136;0,0293193720879581;0;0,00104712000314136;0,00209424100628272;0,00942408402827225;0;0;0,00523560201570681;0;0,00628272301884817;0,403141362209424;0,00628272301884817;0,00628272301884817;0,00104712000314136;0;0;0;0;0;0;0;0;0;0;0,00314136100942408;0;0;0;0,00209424100628272;0;0;0;0;0;0;0;0,00104712000314136;0;0,00209424100628272;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"80";237;0,10993657532981;0;0,00105708200317125;0,00634249501902749;0,0866807612600423;0,00211416500634249;0,00845666002536998;0,00105708200317125;0;0;0;0,00105708200317125;0;0,00951374202854123;0,00211416500634249;0;0,00105708200317125;0,235729387707188;0,0465116281395349;0;0,00105708200317125;0;0;0,00211416500634249;0,00422833001268499;0;0,00105708200317125;0,00211416500634249;0;0,00845666002536998;0,00105708200317125;0,0359408031078224;0;0;0,00317124700951374;0,00845666002536998;0;0,00105708200317125;0;0;0;0,401691333205074;0,00105708200317125;0,00422833001268499;0,00317124700951374;0;0;0;0;0;0,00105708200317125;0;0;0;0;0,00634249501902749;0;0;0;0,00211416500634249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"81";242;0,107481559677555;0,00105374099683878;0,00316122199051633;0,00737618497787145;0,0937829287186512;0,00105374099683878;0,00737618497787145;0;0;0;0;0;0,00105374099683878;0,00632244498103266;0,00632244498103266;0;0;0,270811379187566;0,0505795568482613;0,00210748199367755;0,00105374099683878;0,00105374099683878;0,00105374099683878;0,00105374099683878;0,0105374079683878;0;0,00105374099683878;0,00210748199367755;0;0,0158061119525817;0;0,0200210749399368;0;0;0,00421496298735511;0,00316122199051633;0,00105374099683878;0;0;0;0,00316122199051633;0,359325604922023;0,00526870398419389;0,00526870398419389;0,00105374099683878;0;0;0;0;0;0,00210748199367755;0;0;0;0;0;0;0;0;0,00105374099683878;0;0;0;0;0;0;0;0;0,00105374099683878;0;0;0;0;0,00105374099683878;0;0;0;0;0;0;0;0;0;0
"82";245,5;0,094989562;0,003131524;0;0,007306889;0,10125261;0;0,001043841;0;0,002087683;0;0;0;0;0,011482255;0,008350731;0,001043841;0,001043841;0,240083507;0,043841336;0;0;0;0,001043841;0,002087683;0,003131524;0;0,001043841;0,002087683;0,002087683;0,010438413;0,001043841;0,036534447;0;0;0;0,002087683;0,002087683;0;0,001043841;0,001043841;0,003131524;0,396659708;0,001043841;0,006263048;0,005219207;0;0;0;0;0;0;0;0;0;0;0,006263048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"83";250;0,101387406797225;0,00426894299146211;0,00106723599786553;0,00533617898932764;0,0811099248377802;0,00213447199573106;0,00533617898932764;0;0,00106723599786553;0;0;0,00106723599786553;0;0,00533617898932764;0,0074706509850587;0;0,00106723599786553;0,271077907457844;0,0405549629188901;0,00106723599786553;0,00106723599786553;0;0;0;0,00320170799359658;0,00106723599786553;0,00213447199573106;0,00640341498719317;0,00213447199573106;0,0192102449615795;0;0,0309498399381003;0;0,00106723599786553;0;0,00533617898932764;0;0,00106723599786553;0,00106723599786553;0,00106723599786553;0,00320170799359658;0,373532550252935;0,00106723599786553;0,00533617898932764;0,00213447199573106;0;0;0;0;0;0;0;0;0;0;0,00533617898932764;0;0;0;0,00106723599786553;0,00106723599786553;0;0;0;0;0;0;0;0;0;0;0;0;0,00106723599786553;0;0,00106723599786553;0;0;0;0;0;0;0;0
"84";255;0,0986908362960725;0,0020140990060423;0;0,00302114800906344;0,0866062442598187;0,00100704900302115;0,0020140990060423;0;0,0020140990060423;0;0;0;0,00100704900302115;0,00503524701510574;0,00704934502114803;0;0,0020140990060423;0,273917422821752;0,0473313191419939;0,00100704900302115;0,00100704900302115;0;0,00100704900302115;0,0020140990060423;0,00503524701510574;0,00100704900302115;0;0,00302114800906344;0,00503524701510574;0,0100704930302115;0;0,0302114800906344;0;0,00302114800906344;0,00402819701208459;0,00704934502114803;0;0;0;0;0,00302114800906344;0,379657604138973;0,0020140990060423;0,00402819701208459;0,00100704900302115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00100704900302115;0;0;0;0;0;0;0;0,00302114800906344;0;0;0;0;0;0;0;0;0;0;0;0,00100704900302115;0;0;0;0
"85";259;0,121863799243728;0,00358422900716846;0,00119474300238949;0,00955794501911589;0,0919952211839904;0,00238948600477897;0,00836320201672641;0;0,00358422900716846;0;0;0,00119474300238949;0;0,00716845901433692;0,00716845901433692;0;0,00238948600477897;0,230585424461171;0,0370370370740741;0;0,00119474300238949;0,00238948600477897;0;0,00119474300238949;0,00238948600477897;0;0;0,00597371601194743;0,00238948600477897;0,0155316610310633;0,00119474300238949;0,0286738350573477;0;0;0;0,00477897300955795;0;0,00119474300238949;0;0;0,00119474300238949;0,385902031771804;0,00238948600477897;0,00238948600477897;0,00597371601194743;0;0;0;0;0;0,00119474300238949;0;0;0;0;0,00477897300955795;0;0;0;0,00119474300238949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"86";264;0,122009569732057;0,00956937805741627;0,00239234401435406;0,0131578950789474;0,0837320575023923;0;0,00598086103588517;0;0,00478468902870813;0;0;0;0,00119617200717703;0,0035885170215311;0,00598086103588517;0;0,00119617200717703;0,227272728363636;0,0334928232009569;0,00119617200717703;0,00119617200717703;0,00598086103588517;0;0,00239234401435406;0,00598086103588517;0;0,00119617200717703;0,00478468902870813;0,00239234401435406;0,0179425841076555;0;0,0227272731363636;0,00119617200717703;0,00119617200717703;0;0,00478468902870813;0;0;0;0,00119617200717703;0,00239234401435406;0,389952155339713;0,00239234401435406;0,00837320605023924;0,00119617200717703;0;0;0;0;0;0;0;0;0;0;0,0035885170215311;0,00119617200717703;0;0;0,00119617200717703;0;0;0;0;0;0;0;0;0;0,00119617200717703;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"87";268;0,110444178220888;0,00120048000240096;0,00360144100720288;0,0120048020240096;0,0840336131680672;0,00120048000240096;0,0108043220216086;0;0,00120048000240096;0;0;0,00240096000480192;0;0,0108043220216086;0,0156062420312125;0;0,00240096000480192;0,21248499442497;0,0384153660768307;0,00480192100960384;0,00240096000480192;0,00120048000240096;0,00120048000240096;0,00120048000240096;0,00480192100960384;0,00120048000240096;0,00120048000240096;0,00480192100960384;0;0,0120048020240096;0;0,0240096040480192;0;0;0,00120048000240096;0,00360144100720288;0;0;0;0,00120048000240096;0,00240096000480192;0,404561825809124;0,00240096000480192;0,0060024010120048;0,00480192100960384;0;0;0;0;0;0,00240096000480192;0;0;0;0;0,00360144100720288;0,00120048000240096;0;0;0,00120048000240096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"88";273;0,143671607281642;0,00114025099429874;0;0,00114025099429874;0,0889395665553022;0,00114025099429874;0,00798175596009122;0;0,00342075298289623;0;0;0;0,00228050198859749;0,00228050198859749;0,00912200695438996;0;0;0,222348915888255;0,0353477768232611;0,00114025099429874;0;0,00456100297719499;0,00114025099429874;0;0,00570125397149373;0,00114025099429874;0;0;0;0,00798175596009122;0;0,0250855188745724;0;0,00228050198859749;0,00342075298289623;0,00228050198859749;0,00114025099429874;0;0;0,00114025099429874;0;0,411630556941847;0;0,00228050198859749;0,00456100297719499;0;0;0;0;0;0,00114025099429874;0;0;0;0;0,00114025099429874;0;0;0;0,00114025099429874;0;0;0;0;0;0;0;0;0;0,00114025099429874;0;0;0;0;0;0;0;0;0;0,00114025099429874;0;0;0;0
